Academic license - for non-commercial use only
#states     factor     time      
       100    -0.0400     0.0156
       100    -0.0300     0.0165
       100    -0.0200     0.0196
       100    -0.0100     0.0167
       100     0.0000     0.0140
       100     0.0100     0.0161
       100     0.0200     0.0163
       100     0.0300     0.0163
       100     0.0400     0.0156
       100     0.0500     0.0163
       100     0.0600     0.0145
       100     0.0700     0.0155
       100     0.0800     0.0146
       100     0.0900     0.0166
       100     0.1000     0.0162
       100     0.1100     0.0156
       100     0.1200     0.0132
       100     0.1300     0.0146
       100     0.1400     0.0132
       100     0.1500     0.0180
       100     0.1600     0.0143
       100     0.1700     0.0155
       100     0.1800     0.0163
       100     0.1900     0.0153
       100     0.2000     0.0140
       100     0.2100     0.0142
       100     0.2200     0.0137
       100     0.2300     0.0140
       100     0.2400     0.0138
       100     0.2500     0.0150
       100     0.2600     0.0145
       100     0.2700     0.0179
       100     0.2800     0.0136
       100     0.2900     0.0158
       100     0.3000     0.0150
       100     0.3100     0.0151
       100     0.3200     0.0162
       100     0.3300     0.0163
       100     0.3400     0.0141
       100     0.3500     0.0142
       100     0.3600     0.0146
       100     0.3700     0.0165
       100     0.3800     0.0162
       100     0.3900     0.0160
       100     0.4000     0.0150
       100     0.4100     0.0140
       100     0.4200     0.0150
       100     0.4300     0.0134
       100     0.4400     0.0141
       100     0.4500     0.0138
       100     0.4600     0.0143
       100     0.4700     0.0139
       100     0.4800     0.0146
       100     0.4900     0.0146
       100     0.5000     0.0155
       100     0.5100     0.0156
       100     0.5200     0.0145
       100     0.5300     0.0132
       100     0.5400     0.0151
       100     0.5500     0.0151
       100     0.5600     0.0147
       100     0.5700     0.0143
       100     0.5800     0.0147
       100     0.5900     0.0151
       100     0.6000     0.0135
       100     0.6100     0.0152
       100     0.6200     0.0154
       100     0.6300     0.0145
       100     0.6400     0.0154
       100     0.6500     0.0138
       100     0.6600     0.0145
       100     0.6700     0.0150
       100     0.6800     0.0169
       100     0.6900     0.0145
       100     0.7000     0.0146
       100     0.7100     0.0162
       100     0.7200     0.0148
       100     0.7300     0.0148
       100     0.7400     0.0144
       100     0.7500     0.0170
       100     0.7600     0.0147
       100     0.7700     0.0157
       100     0.7800     0.0157
       100     0.7900     0.0146
       100     0.8000     0.0169
       100     0.8100     0.0145
       100     0.8200     0.0172
       100     0.8300     0.0156
       100     0.8400     0.0157
       100     0.8500     0.0148
       100     0.8600     0.0148
       100     0.8700     0.0144
       100     0.8800     0.0148
       100     0.8900     0.0148
       100     0.9000     0.0184
       100     0.9100     0.0146
       100     0.9200     0.0150
       100     0.9300     0.0153
       100     0.9400     0.0142
       100     0.9500     0.0154
       100     0.9600     0.0143
       100     0.9700     0.0164
       100     0.9800     0.0154
       100     0.9900     0.0149
       100     1.0000     0.0161
       105    -0.9900     0.0172
       105    -0.9800     0.0170
       105    -0.9700     0.0172
       105    -0.9600     0.0200
       105    -0.9500     0.0179
       105    -0.9400     0.0171
       105    -0.9300     0.0185
       105    -0.9200     0.0175
       105    -0.9100     0.0155
       105    -0.9000     0.0159
       105    -0.8900     0.0152
       105    -0.8800     0.0157
       105    -0.8700     0.0166
       105    -0.8600     0.0157
       105    -0.8500     0.0166
       105    -0.8400     0.0164
       105    -0.8300     0.0162
       105    -0.8200     0.0164
       105    -0.8100     0.0149
       105    -0.8000     0.0168
       105    -0.7900     0.0159
       105    -0.7800     0.0166
       105    -0.7700     0.0166
       105    -0.7600     0.0160
       105    -0.7500     0.0162
       105    -0.7400     0.0221
       105    -0.7300     0.0161
       105    -0.7200     0.0157
       105    -0.7100     0.0159
       105    -0.7000     0.0163
       105    -0.6900     0.0157
       105    -0.6800     0.0165
       105    -0.6700     0.0162
       105    -0.6600     0.0178
       105    -0.6500     0.0164
       105    -0.6400     0.0179
       105    -0.6300     0.0189
       105    -0.6200     0.0186
       105    -0.6100     0.0175
       105    -0.6000     0.0168
       105    -0.5900     0.0154
       105    -0.5800     0.0184
       105    -0.5700     0.0212
       105    -0.5600     0.0161
       105    -0.5500     0.0163
       105    -0.5400     0.0175
       105    -0.5300     0.0155
       105    -0.5200     0.0224
       105    -0.5100     0.0160
       105    -0.5000     0.0161
       105    -0.4900     0.0155
       105    -0.4800     0.0183
       105    -0.4700     0.0170
       105    -0.4600     0.0164
       105    -0.4500     0.0188
       105    -0.4400     0.0179
       105    -0.4300     0.0216
       105    -0.4200     0.0185
       105    -0.4100     0.0172
       105    -0.4000     0.0170
       105    -0.3900     0.0176
       105    -0.3800     0.0173
       105    -0.3700     0.0208
       105    -0.3600     0.0163
       105    -0.3500     0.0152
       105    -0.3400     0.0171
       105    -0.3300     0.0158
       105    -0.3200     0.0165
       105    -0.3100     0.0200
       105    -0.3000     0.0203
       105    -0.2900     0.0179
       105    -0.2800     0.0171
       105    -0.2700     0.0153
       105    -0.2600     0.0177
       105    -0.2500     0.0159
       105    -0.2400     0.0169
       105    -0.2300     0.0178
       105    -0.2200     0.0176
       105    -0.2100     0.0181
       105    -0.2000     0.0187
       105    -0.1900     0.0173
       105    -0.1800     0.0178
       105    -0.1700     0.0161
       105    -0.1600     0.0164
       105    -0.1500     0.0168
       105    -0.1400     0.0173
       105    -0.1300     0.0193
       105    -0.1200     0.0174
       105    -0.1100     0.0159
       105    -0.1000     0.0162
       105    -0.0900     0.0170
       105    -0.0800     0.0185
       105    -0.0700     0.0161
       105    -0.0600     0.0180
       105    -0.0500     0.0221
       105    -0.0400     0.0169
       105    -0.0300     0.0337
       105    -0.0200     0.0188
       105    -0.0100     0.0230
       105     0.0000     0.0169
       105     0.0100     0.0184
       105     0.0200     0.0183
       105     0.0300     0.0187
       105     0.0400     0.0178
       105     0.0500     0.0179
       105     0.0600     0.0176
       105     0.0700     0.0158
       105     0.0800     0.0168
       105     0.0900     0.0166
       105     0.1000     0.0158
       105     0.1100     0.0156
       105     0.1200     0.0166
       105     0.1300     0.0153
       105     0.1400     0.0155
       105     0.1500     0.0162
       105     0.1600     0.0177
       105     0.1700     0.0166
       105     0.1800     0.0168
       105     0.1900     0.0173
       105     0.2000     0.0167
       105     0.2100     0.0151
       105     0.2200     0.0158
       105     0.2300     0.0150
       105     0.2400     0.0163
       105     0.2500     0.0167
       105     0.2600     0.0153
       105     0.2700     0.0171
       105     0.2800     0.0163
       105     0.2900     0.0167
       105     0.3000     0.0149
       105     0.3100     0.0167
       105     0.3200     0.0169
       105     0.3300     0.0157
       105     0.3400     0.0176
       105     0.3500     0.0163
       105     0.3600     0.0167
       105     0.3700     0.0160
       105     0.3800     0.0156
       105     0.3900     0.0164
       105     0.4000     0.0147
       105     0.4100     0.0192
       105     0.4200     0.0153
       105     0.4300     0.0167
       105     0.4400     0.0165
       105     0.4500     0.0165
       105     0.4600     0.0228
       105     0.4700     0.0179
       105     0.4800     0.0191
       105     0.4900     0.0162
       105     0.5000     0.0172
       105     0.5100     0.0179
       105     0.5200     0.0163
       105     0.5300     0.0161
       105     0.5400     0.0162
       105     0.5500     0.0168
       105     0.5600     0.0156
       105     0.5700     0.0172
       105     0.5800     0.0165
       105     0.5900     0.0167
       105     0.6000     0.0186
       105     0.6100     0.0179
       105     0.6200     0.0155
       105     0.6300     0.0168
       105     0.6400     0.0152
       105     0.6500     0.0168
       105     0.6600     0.0151
       105     0.6700     0.0158
       105     0.6800     0.0168
       105     0.6900     0.0167
       105     0.7000     0.0172
       105     0.7100     0.0157
       105     0.7200     0.0177
       105     0.7300     0.0162
       105     0.7400     0.0166
       105     0.7500     0.0171
       105     0.7600     0.0181
       105     0.7700     0.0165
       105     0.7800     0.0181
       105     0.7900     0.0277
       105     0.8000     0.0173
       105     0.8100     0.0169
       105     0.8200     0.0166
       105     0.8300     0.0166
       105     0.8400     0.0174
       105     0.8500     0.0167
       105     0.8600     0.0171
       105     0.8700     0.0159
       105     0.8800     0.0177
       105     0.8900     0.0170
       105     0.9000     0.0176
       105     0.9100     0.0158
       105     0.9200     0.0185
       105     0.9300     0.0163
       105     0.9400     0.0165
       105     0.9500     0.0164
       105     0.9600     0.0189
       105     0.9700     0.0167
       105     0.9800     0.0182
       105     0.9900     0.0165
       105     1.0000     0.0163
       110    -0.9900     0.0180
       110    -0.9800     0.0192
       110    -0.9700     0.0163
       110    -0.9600     0.0179
       110    -0.9500     0.0159
       110    -0.9400     0.0171
       110    -0.9300     0.0173
       110    -0.9200     0.0181
       110    -0.9100     0.0167
       110    -0.9000     0.0179
       110    -0.8900     0.0175
       110    -0.8800     0.0169
       110    -0.8700     0.0182
       110    -0.8600     0.0175
       110    -0.8500     0.0165
       110    -0.8400     0.0179
       110    -0.8300     0.0156
       110    -0.8200     0.0165
       110    -0.8100     0.0173
       110    -0.8000     0.0157
       110    -0.7900     0.0165
       110    -0.7800     0.0158
       110    -0.7700     0.0159
       110    -0.7600     0.0180
       110    -0.7500     0.0163
       110    -0.7400     0.0166
       110    -0.7300     0.0155
       110    -0.7200     0.0168
       110    -0.7100     0.0170
       110    -0.7000     0.0171
       110    -0.6900     0.0155
       110    -0.6800     0.0172
       110    -0.6700     0.0157
       110    -0.6600     0.0175
       110    -0.6500     0.0167
       110    -0.6400     0.0170
       110    -0.6300     0.0163
       110    -0.6200     0.0169
       110    -0.6100     0.0172
       110    -0.6000     0.0175
       110    -0.5900     0.0168
       110    -0.5800     0.0175
       110    -0.5700     0.0180
       110    -0.5600     0.0182
       110    -0.5500     0.0171
       110    -0.5400     0.0199
       110    -0.5300     0.0173
       110    -0.5200     0.0194
       110    -0.5100     0.0183
       110    -0.5000     0.0179
       110    -0.4900     0.0168
       110    -0.4800     0.0188
       110    -0.4700     0.0176
       110    -0.4600     0.0171
       110    -0.4500     0.0180
       110    -0.4400     0.0199
       110    -0.4300     0.0183
       110    -0.4200     0.0200
       110    -0.4100     0.0183
       110    -0.4000     0.0185
       110    -0.3900     0.0188
       110    -0.3800     0.0191
       110    -0.3700     0.0180
       110    -0.3600     0.0189
       110    -0.3500     0.0194
       110    -0.3400     0.0202
       110    -0.3300     0.0195
       110    -0.3200     0.0187
       110    -0.3100     0.0186
       110    -0.3000     0.0181
       110    -0.2900     0.0180
       110    -0.2800     0.0200
       110    -0.2700     0.0210
       110    -0.2600     0.0205
       110    -0.2500     0.0181
       110    -0.2400     0.0192
       110    -0.2300     0.0180
       110    -0.2200     0.0193
       110    -0.2100     0.0196
       110    -0.2000     0.0210
       110    -0.1900     0.0221
       110    -0.1800     0.0181
       110    -0.1700     0.0184
       110    -0.1600     0.0188
       110    -0.1500     0.0178
       110    -0.1400     0.0209
       110    -0.1300     0.0203
       110    -0.1200     0.0207
       110    -0.1100     0.0181
       110    -0.1000     0.0191
       110    -0.0900     0.0185
       110    -0.0800     0.0194
       110    -0.0700     0.0183
       110    -0.0600     0.0193
       110    -0.0500     0.0188
       110    -0.0400     0.0197
       110    -0.0300     0.0203
       110    -0.0200     0.0202
       110    -0.0100     0.0199
       110     0.0000     0.0183
       110     0.0100     0.0224
       110     0.0200     0.0207
       110     0.0300     0.0207
       110     0.0400     0.0198
       110     0.0500     0.0192
       110     0.0600     0.0204
       110     0.0700     0.0191
       110     0.0800     0.0190
       110     0.0900     0.0179
       110     0.1000     0.0214
       110     0.1100     0.0168
       110     0.1200     0.0197
       110     0.1300     0.0190
       110     0.1400     0.0180
       110     0.1500     0.0208
       110     0.1600     0.0175
       110     0.1700     0.0177
       110     0.1800     0.0192
       110     0.1900     0.0162
       110     0.2000     0.0201
       110     0.2100     0.0173
       110     0.2200     0.0178
       110     0.2300     0.0165
       110     0.2400     0.0193
       110     0.2500     0.0169
       110     0.2600     0.0174
       110     0.2700     0.0166
       110     0.2800     0.0179
       110     0.2900     0.0169
       110     0.3000     0.0186
       110     0.3100     0.0164
       110     0.3200     0.0171
       110     0.3300     0.0198
       110     0.3400     0.0169
       110     0.3500     0.0173
       110     0.3600     0.0177
       110     0.3700     0.0180
       110     0.3800     0.0170
       110     0.3900     0.0172
       110     0.4000     0.0180
       110     0.4100     0.0166
       110     0.4200     0.0190
       110     0.4300     0.0161
       110     0.4400     0.0183
       110     0.4500     0.0166
       110     0.4600     0.0191
       110     0.4700     0.0172
       110     0.4800     0.0176
       110     0.4900     0.0175
       110     0.5000     0.0176
       110     0.5100     0.0193
       110     0.5200     0.0179
       110     0.5300     0.0161
       110     0.5400     0.0188
       110     0.5500     0.0183
       110     0.5600     0.0169
       110     0.5700     0.0167
       110     0.5800     0.0174
       110     0.5900     0.0177
       110     0.6000     0.0170
       110     0.6100     0.0175
       110     0.6200     0.0173
       110     0.6300     0.0209
       110     0.6400     0.0220
       110     0.6500     0.0202
       110     0.6600     0.0190
       110     0.6700     0.0185
       110     0.6800     0.0173
       110     0.6900     0.0166
       110     0.7000     0.0177
       110     0.7100     0.0167
       110     0.7200     0.0172
       110     0.7300     0.0174
       110     0.7400     0.0183
       110     0.7500     0.0167
       110     0.7600     0.0211
       110     0.7700     0.0155
       110     0.7800     0.0182
       110     0.7900     0.0202
       110     0.8000     0.0174
       110     0.8100     0.0179
       110     0.8200     0.0171
       110     0.8300     0.0165
       110     0.8400     0.0159
       110     0.8500     0.0172
       110     0.8600     0.0174
       110     0.8700     0.0170
       110     0.8800     0.0170
       110     0.8900     0.0201
       110     0.9000     0.0183
       110     0.9100     0.0200
       110     0.9200     0.0189
       110     0.9300     0.0196
       110     0.9400     0.0201
       110     0.9500     0.0198
       110     0.9600     0.0193
       110     0.9700     0.0207
       110     0.9800     0.0180
       110     0.9900     0.0165
       110     1.0000     0.0190
       115    -0.9900     0.0191
       115    -0.9800     0.0186
       115    -0.9700     0.0170
       115    -0.9600     0.0180
       115    -0.9500     0.0180
       115    -0.9400     0.0181
       115    -0.9300     0.0173
       115    -0.9200     0.0174
       115    -0.9100     0.0176
       115    -0.9000     0.0169
       115    -0.8900     0.0164
       115    -0.8800     0.0189
       115    -0.8700     0.0173
       115    -0.8600     0.0172
       115    -0.8500     0.0183
       115    -0.8400     0.0164
       115    -0.8300     0.0173
       115    -0.8200     0.0176
       115    -0.8100     0.0208
       115    -0.8000     0.0170
       115    -0.7900     0.0182
       115    -0.7800     0.0169
       115    -0.7700     0.0170
       115    -0.7600     0.0174
       115    -0.7500     0.0159
       115    -0.7400     0.0177
       115    -0.7300     0.0179
       115    -0.7200     0.0175
       115    -0.7100     0.0177
       115    -0.7000     0.0195
       115    -0.6900     0.0207
       115    -0.6800     0.0173
       115    -0.6700     0.0197
       115    -0.6600     0.0182
       115    -0.6500     0.0180
       115    -0.6400     0.0182
       115    -0.6300     0.0174
       115    -0.6200     0.0229
       115    -0.6100     0.0172
       115    -0.6000     0.0181
       115    -0.5900     0.0184
       115    -0.5800     0.0186
       115    -0.5700     0.0197
       115    -0.5600     0.0225
       115    -0.5500     0.0201
       115    -0.5400     0.0181
       115    -0.5300     0.0203
       115    -0.5200     0.0182
       115    -0.5100     0.0172
       115    -0.5000     0.0190
       115    -0.4900     0.0258
       115    -0.4800     0.0210
       115    -0.4700     0.0179
       115    -0.4600     0.0187
       115    -0.4500     0.0195
       115    -0.4400     0.0189
       115    -0.4300     0.0249
       115    -0.4200     0.0208
       115    -0.4100     0.0194
       115    -0.4000     0.0205
       115    -0.3900     0.0232
       115    -0.3800     0.0195
       115    -0.3700     0.0173
       115    -0.3600     0.0190
       115    -0.3500     0.0191
       115    -0.3400     0.0185
       115    -0.3300     0.0204
       115    -0.3200     0.0197
       115    -0.3100     0.0199
       115    -0.3000     0.0188
       115    -0.2900     0.0206
       115    -0.2800     0.0179
       115    -0.2700     0.0199
       115    -0.2600     0.0186
       115    -0.2500     0.0264
       115    -0.2400     0.0260
       115    -0.2300     0.0186
       115    -0.2200     0.0185
       115    -0.2100     0.0190
       115    -0.2000     0.0188
       115    -0.1900     0.0177
       115    -0.1800     0.0192
       115    -0.1700     0.0215
       115    -0.1600     0.0177
       115    -0.1500     0.0182
       115    -0.1400     0.0173
       115    -0.1300     0.0165
       115    -0.1200     0.0190
       115    -0.1100     0.0182
       115    -0.1000     0.0185
       115    -0.0900     0.0174
       115    -0.0800     0.0181
       115    -0.0700     0.0176
       115    -0.0600     0.0191
       115    -0.0500     0.0269
       115    -0.0400     0.0188
       115    -0.0300     0.0219
       115    -0.0200     0.0203
       115    -0.0100     0.0210
       115     0.0000     0.0173
       115     0.0100     0.0206
       115     0.0200     0.0202
       115     0.0300     0.0227
       115     0.0400     0.0214
       115     0.0500     0.0211
       115     0.0600     0.0189
       115     0.0700     0.0211
       115     0.0800     0.0190
       115     0.0900     0.0177
       115     0.1000     0.0188
       115     0.1100     0.0178
       115     0.1200     0.0173
       115     0.1300     0.0177
       115     0.1400     0.0251
       115     0.1500     0.0190
       115     0.1600     0.0243
       115     0.1700     0.0214
       115     0.1800     0.0229
       115     0.1900     0.0213
       115     0.2000     0.0223
       115     0.2100     0.0206
       115     0.2200     0.0214
       115     0.2300     0.0260
       115     0.2400     0.0243
       115     0.2500     0.0233
       115     0.2600     0.0208
       115     0.2700     0.0181
       115     0.2800     0.0202
       115     0.2900     0.0194
       115     0.3000     0.0192
       115     0.3100     0.0192
       115     0.3200     0.0198
       115     0.3300     0.0232
       115     0.3400     0.0181
       115     0.3500     0.0198
       115     0.3600     0.0188
       115     0.3700     0.0201
       115     0.3800     0.0185
       115     0.3900     0.0182
       115     0.4000     0.0193
       115     0.4100     0.0176
       115     0.4200     0.0185
       115     0.4300     0.0205
       115     0.4400     0.0178
       115     0.4500     0.0184
       115     0.4600     0.0185
       115     0.4700     0.0225
       115     0.4800     0.0179
       115     0.4900     0.0173
       115     0.5000     0.0195
       115     0.5100     0.0174
       115     0.5200     0.0222
       115     0.5300     0.0217
       115     0.5400     0.0223
       115     0.5500     0.0209
       115     0.5600     0.0211
       115     0.5700     0.0196
       115     0.5800     0.0203
       115     0.5900     0.0220
       115     0.6000     0.0216
       115     0.6100     0.0200
       115     0.6200     0.0186
       115     0.6300     0.0251
       115     0.6400     0.0229
       115     0.6500     0.0208
       115     0.6600     0.0239
       115     0.6700     0.0184
       115     0.6800     0.0203
       115     0.6900     0.0194
       115     0.7000     0.0176
       115     0.7100     0.0271
       115     0.7200     0.0200
       115     0.7300     0.0217
       115     0.7400     0.0195
       115     0.7500     0.0190
       115     0.7600     0.0208
       115     0.7700     0.0191
       115     0.7800     0.0209
       115     0.7900     0.0190
       115     0.8000     0.0197
       115     0.8100     0.0180
       115     0.8200     0.0175
       115     0.8300     0.0216
       115     0.8400     0.0179
       115     0.8500     0.0175
       115     0.8600     0.0196
       115     0.8700     0.0182
       115     0.8800     0.0173
       115     0.8900     0.0195
       115     0.9000     0.0243
       115     0.9100     0.0191
       115     0.9200     0.0182
       115     0.9300     0.0258
       115     0.9400     0.0200
       115     0.9500     0.0223
       115     0.9600     0.0203
       115     0.9700     0.0202
       115     0.9800     0.0202
       115     0.9900     0.0233
       115     1.0000     0.0232
       120    -0.9900     0.0198
       120    -0.9800     0.0233
       120    -0.9700     0.0187
       120    -0.9600     0.0218
       120    -0.9500     0.0198
       120    -0.9400     0.0184
       120    -0.9300     0.0208
       120    -0.9200     0.0185
       120    -0.9100     0.0231
       120    -0.9000     0.0222
       120    -0.8900     0.0196
       120    -0.8800     0.0190
       120    -0.8700     0.0193
       120    -0.8600     0.0334
       120    -0.8500     0.0213
       120    -0.8400     0.0200
       120    -0.8300     0.0198
       120    -0.8200     0.0189
       120    -0.8100     0.0194
       120    -0.8000     0.0199
       120    -0.7900     0.0186
       120    -0.7800     0.0180
       120    -0.7700     0.0180
       120    -0.7600     0.0176
       120    -0.7500     0.0183
       120    -0.7400     0.0187
       120    -0.7300     0.0166
       120    -0.7200     0.0223
       120    -0.7100     0.0186
       120    -0.7000     0.0174
       120    -0.6900     0.0180
       120    -0.6800     0.0183
       120    -0.6700     0.0186
       120    -0.6600     0.0194
       120    -0.6500     0.0182
       120    -0.6400     0.0182
       120    -0.6300     0.0172
       120    -0.6200     0.0178
       120    -0.6100     0.0191
       120    -0.6000     0.0187
       120    -0.5900     0.0174
       120    -0.5800     0.0195
       120    -0.5700     0.0174
       120    -0.5600     0.0182
       120    -0.5500     0.0194
       120    -0.5400     0.0183
       120    -0.5300     0.0224
       120    -0.5200     0.0185
       120    -0.5100     0.0194
       120    -0.5000     0.0183
       120    -0.4900     0.0192
       120    -0.4800     0.0198
       120    -0.4700     0.0181
       120    -0.4600     0.0190
       120    -0.4500     0.0185
       120    -0.4400     0.0195
       120    -0.4300     0.0177
       120    -0.4200     0.0179
       120    -0.4100     0.0189
       120    -0.4000     0.0177
       120    -0.3900     0.0187
       120    -0.3800     0.0180
       120    -0.3700     0.0186
       120    -0.3600     0.0195
       120    -0.3500     0.0175
       120    -0.3400     0.0229
       120    -0.3300     0.0178
       120    -0.3200     0.0189
       120    -0.3100     0.0190
       120    -0.3000     0.0187
       120    -0.2900     0.0190
       120    -0.2800     0.0189
       120    -0.2700     0.0189
       120    -0.2600     0.0194
       120    -0.2500     0.0185
       120    -0.2400     0.0199
       120    -0.2300     0.0200
       120    -0.2200     0.0206
       120    -0.2100     0.0199
       120    -0.2000     0.0212
       120    -0.1900     0.0186
       120    -0.1800     0.0193
       120    -0.1700     0.0198
       120    -0.1600     0.0178
       120    -0.1500     0.0232
       120    -0.1400     0.0182
       120    -0.1300     0.0199
       120    -0.1200     0.0169
       120    -0.1100     0.0178
       120    -0.1000     0.0199
       120    -0.0900     0.0175
       120    -0.0800     0.0194
       120    -0.0700     0.0194
       120    -0.0600     0.0190
       120    -0.0500     0.0194
       120    -0.0400     0.0198
       120    -0.0300     0.0205
       120    -0.0200     0.0195
       120    -0.0100     0.0195
       120     0.0000     0.0165
       120     0.0100     0.0211
       120     0.0200     0.0203
       120     0.0300     0.0207
       120     0.0400     0.0259
       120     0.0500     0.0196
       120     0.0600     0.0207
       120     0.0700     0.0195
       120     0.0800     0.0191
       120     0.0900     0.0187
       120     0.1000     0.0186
       120     0.1100     0.0188
       120     0.1200     0.0191
       120     0.1300     0.0176
       120     0.1400     0.0177
       120     0.1500     0.0186
       120     0.1600     0.0193
       120     0.1700     0.0176
       120     0.1800     0.0192
       120     0.1900     0.0183
       120     0.2000     0.0175
       120     0.2100     0.0195
       120     0.2200     0.0189
       120     0.2300     0.0238
       120     0.2400     0.0194
       120     0.2500     0.0191
       120     0.2600     0.0190
       120     0.2700     0.0186
       120     0.2800     0.0190
       120     0.2900     0.0187
       120     0.3000     0.0195
       120     0.3100     0.0175
       120     0.3200     0.0191
       120     0.3300     0.0177
       120     0.3400     0.0180
       120     0.3500     0.0187
       120     0.3600     0.0194
       120     0.3700     0.0192
       120     0.3800     0.0189
       120     0.3900     0.0195
       120     0.4000     0.0211
       120     0.4100     0.0187
       120     0.4200     0.0227
       120     0.4300     0.0196
       120     0.4400     0.0197
       120     0.4500     0.0189
       120     0.4600     0.0188
       120     0.4700     0.0199
       120     0.4800     0.0204
       120     0.4900     0.0190
       120     0.5000     0.0183
       120     0.5100     0.0191
       120     0.5200     0.0199
       120     0.5300     0.0188
       120     0.5400     0.0197
       120     0.5500     0.0180
       120     0.5600     0.0203
       120     0.5700     0.0209
       120     0.5800     0.0205
       120     0.5900     0.0213
       120     0.6000     0.0191
       120     0.6100     0.0258
       120     0.6200     0.0191
       120     0.6300     0.0208
       120     0.6400     0.0182
       120     0.6500     0.0193
       120     0.6600     0.0202
       120     0.6700     0.0250
       120     0.6800     0.0197
       120     0.6900     0.0206
       120     0.7000     0.0194
       120     0.7100     0.0199
       120     0.7200     0.0215
       120     0.7300     0.0192
       120     0.7400     0.0205
       120     0.7500     0.0193
       120     0.7600     0.0195
       120     0.7700     0.0191
       120     0.7800     0.0213
       120     0.7900     0.0199
       120     0.8000     0.0254
       120     0.8100     0.0194
       120     0.8200     0.0249
       120     0.8300     0.0320
       120     0.8400     0.0238
       120     0.8500     0.0239
       120     0.8600     0.0194
       120     0.8700     0.0197
       120     0.8800     0.0211
       120     0.8900     0.0224
       120     0.9000     0.0203
       120     0.9100     0.0211
       120     0.9200     0.0221
       120     0.9300     0.0206
       120     0.9400     0.0202
       120     0.9500     0.0205
       120     0.9600     0.0188
       120     0.9700     0.0203
       120     0.9800     0.0204
       120     0.9900     0.0231
       120     1.0000     0.0178
       125    -0.9900     0.0186
       125    -0.9800     0.0200
       125    -0.9700     0.0195
       125    -0.9600     0.0194
       125    -0.9500     0.0189
       125    -0.9400     0.0356
       125    -0.9300     0.0203
       125    -0.9200     0.0206
       125    -0.9100     0.0211
       125    -0.9000     0.0209
       125    -0.8900     0.0207
       125    -0.8800     0.0197
       125    -0.8700     0.0200
       125    -0.8600     0.0203
       125    -0.8500     0.0180
       125    -0.8400     0.0208
       125    -0.8300     0.0194
       125    -0.8200     0.0236
       125    -0.8100     0.0190
       125    -0.8000     0.0190
       125    -0.7900     0.0259
       125    -0.7800     0.0199
       125    -0.7700     0.0211
       125    -0.7600     0.0239
       125    -0.7500     0.0198
       125    -0.7400     0.0200
       125    -0.7300     0.0221
       125    -0.7200     0.0196
       125    -0.7100     0.0192
       125    -0.7000     0.0235
       125    -0.6900     0.0185
       125    -0.6800     0.0200
       125    -0.6700     0.0215
       125    -0.6600     0.0189
       125    -0.6500     0.0199
       125    -0.6400     0.0197
       125    -0.6300     0.0217
       125    -0.6200     0.0204
       125    -0.6100     0.0191
       125    -0.6000     0.0211
       125    -0.5900     0.0188
       125    -0.5800     0.0201
       125    -0.5700     0.0184
       125    -0.5600     0.0190
       125    -0.5500     0.0200
       125    -0.5400     0.0188
       125    -0.5300     0.0199
       125    -0.5200     0.0194
       125    -0.5100     0.0206
       125    -0.5000     0.0218
       125    -0.4900     0.0221
       125    -0.4800     0.0198
       125    -0.4700     0.0206
       125    -0.4600     0.0206
       125    -0.4500     0.0188
       125    -0.4400     0.0209
       125    -0.4300     0.0221
       125    -0.4200     0.0210
       125    -0.4100     0.0208
       125    -0.4000     0.0184
       125    -0.3900     0.0200
       125    -0.3800     0.0199
       125    -0.3700     0.0210
       125    -0.3600     0.0208
       125    -0.3500     0.0200
       125    -0.3400     0.0194
       125    -0.3300     0.0208
       125    -0.3200     0.0191
       125    -0.3100     0.0483
       125    -0.3000     0.0216
       125    -0.2900     0.0203
       125    -0.2800     0.0250
       125    -0.2700     0.0207
       125    -0.2600     0.0201
       125    -0.2500     0.0198
       125    -0.2400     0.0225
       125    -0.2300     0.0217
       125    -0.2200     0.0223
       125    -0.2100     0.0210
       125    -0.2000     0.0208
       125    -0.1900     0.0210
       125    -0.1800     0.0208
       125    -0.1700     0.0218
       125    -0.1600     0.0202
       125    -0.1500     0.0205
       125    -0.1400     0.0209
       125    -0.1300     0.0232
       125    -0.1200     0.0234
       125    -0.1100     0.0220
       125    -0.1000     0.0219
       125    -0.0900     0.0214
       125    -0.0800     0.0210
       125    -0.0700     0.0291
       125    -0.0600     0.0252
       125    -0.0500     0.0265
       125    -0.0400     0.0222
       125    -0.0300     0.0224
       125    -0.0200     0.0247
       125    -0.0100     0.0296
       125     0.0000     0.0244
       125     0.0100     0.0283
       125     0.0200     0.0301
       125     0.0300     0.0301
       125     0.0400     0.0269
       125     0.0500     0.0290
       125     0.0600     0.0384
       125     0.0700     0.0332
       125     0.0800     0.0308
       125     0.0900     0.0316
       125     0.1000     0.0275
       125     0.1100     0.0293
       125     0.1200     0.0358
       125     0.1300     0.0354
       125     0.1400     0.0277
       125     0.1500     0.0280
       125     0.1600     0.0286
       125     0.1700     0.0301
       125     0.1800     0.0222
       125     0.1900     0.0234
       125     0.2000     0.0229
       125     0.2100     0.0508
       125     0.2200     0.0226
       125     0.2300     0.0204
       125     0.2400     0.0223
       125     0.2500     0.0218
       125     0.2600     0.0216
       125     0.2700     0.0196
       125     0.2800     0.0198
       125     0.2900     0.0236
       125     0.3000     0.0198
       125     0.3100     0.0243
